,odpts
2,POINT (-85.61250324586045 38.89723867793053)
3,POINT (-85.57027597493403 38.98145298553263)
0,POINT (-85.61187462812465 39.03231431948475)
1,POINT (-85.57564194815616 38.94609668308204)
2,POINT (-85.54431265327551 39.02129770128827)
0,POINT (-85.7801981638534 39.04727742930231)
1,POINT (-85.76261101870328 39.10483574652498)
0,POINT (-85.62285337298498 39.08109266862853)
1,POINT (-85.73388974178009 39.009824690385464)
2,POINT (-85.77029148378784 38.994510101621486)
3,POINT (-85.77893593030218 38.853523549894554)
0,POINT (-85.56276890644241 38.941941923278065)
1,POINT (-85.5774910147407 38.98649882152674)
2,POINT (-85.61505308790369 38.92704263660578)
0,POINT (-85.61924522586301 39.03684974297892)
1,POINT (-85.68515187952994 39.022544987281385)
2,POINT (-85.72553700138191 39.06589329802287)
3,POINT (-85.52774668088875 39.05667974786668)
0,POINT (-85.70264755556947 38.91112879987263)
1,POINT (-85.69547713653532 38.92365137019078)
0,POINT (-85.69714408764553 38.90011373834481)
1,POINT (-85.63248781409715 38.974591296873896)
2,POINT (-85.65542675025074 38.97225780742124)
0,POINT (-85.72573416176118 38.87098104587362)
1,POINT (-85.77537914516205 38.8858937837814)
2,POINT (-85.69678476727252 38.89391944500084)
3,POINT (-85.67356385031586 39.07314229871598)
0,POINT (-85.72457860600281 39.08416684080543)
1,POINT (-85.69111993023884 38.879028412925585)
0,POINT (-85.7919220217106 39.08771402272323)
1,POINT (-85.49216051818237 38.97823977538114)
2,POINT (-85.72880115771738 39.02494873443647)
0,POINT (-86.14933601246179 39.3628612802712)
1,POINT (-86.12020080000664 39.37755611871978)
0,POINT (-86.07497342012732 39.43336656306534)
1,POINT (-86.07183466959962 39.59278302295564)
2,POINT (-86.24655512466775 39.47844697947115)
0,POINT (-85.99195379502474 39.46791961595593)
1,POINT (-85.96741235650974 39.36421378666105)
2,POINT (-86.15141797261286 39.623920872107036)
0,POINT (-85.95827570044362 39.43315305889179)
0,POINT (-86.10720852327073 39.400134962948066)
0,POINT (-86.04874263761035 39.402549595971735)
0,POINT (-86.21384043883278 39.54707020576989)
1,POINT (-86.00732756067097 39.44387729679392)
2,POINT (-86.10426148458984 39.59688547004425)
0,POINT (-86.11514994376262 39.61697981712408)
1,POINT (-85.98516726241566 39.409057081409934)
0,POINT (-85.99512717642448 39.499270546620515)
0,POINT (-86.08471232726747 39.4601317947059)
0,POINT (-86.0318624584807 39.60753228546294)
1,POINT (-86.1254699629018 39.61137766864212)
2,POINT (-86.13953395988545 39.43599214973138)
0,POINT (-86.06612632918839 39.44977551132712)
0,POINT (-87.3113815860296 38.76063177508025)
0,POINT (-87.45198502386192 38.85817012879788)
0,POINT (-87.5025925704737 38.68942324829054)
0,POINT (-86.04646055377331 41.27439194118852)
1,POINT (-85.73649270069741 41.39061489342534)
0,POINT (-85.65573652277443 41.344356936867285)
1,POINT (-86.01962509396428 41.367809091604215)
0,POINT (-85.91768048734126 41.09863804235616)
1,POINT (-85.96246993418889 41.33285694668584)
2,POINT (-85.78455869788222 41.433471083668564)
3,POINT (-85.876167687044 41.2588149210061)
0,POINT (-85.74386804050265 41.281141518523796)
0,POINT (-85.78611740880619 41.31967482607926)
1,POINT (-85.7001118501659 41.162545291559034)
2,POINT (-85.88836453953388 41.07819362049994)
0,POINT (-85.96468554522332 41.3537685431599)
0,POINT (-85.79986415665944 41.42390893565193)
0,POINT (-85.80157089919268 41.40679473601341)
1,POINT (-85.82079800597326 41.381197974695155)
2,POINT (-85.86976679803472 41.30450600644955)
3,POINT (-86.04952044469795 41.30369548564464)
0,POINT (-85.95698789977186 41.28370767989271)
1,POINT (-85.7257591156674 41.34985679347754)
2,POINT (-85.81332390598739 41.41339798879477)
0,POINT (-85.91703058838944 41.30279385187636)
1,POINT (-85.90783242873209 41.046402637324064)
2,POINT (-85.7264459392824 41.26507050970409)
3,POINT (-85.91935985264028 41.174728030395514)
0,POINT (-86.03583707405187 41.16076440162502)
1,POINT (-85.75094168472269 41.433863985056085)
0,POINT (-85.93335644453991 41.348758277360425)
1,POINT (-86.03621485454305 41.33769565803451)
2,POINT (-85.72396909929216 41.34930869076833)
3,POINT (-85.71286424283844 41.081440086499825)
0,POINT (-85.73620009504538 41.19247755994303)
1,POINT (-85.90250275965873 41.11215105537429)
2,POINT (-85.82431754462858 41.37141347563105)
0,POINT (-85.8076323375635 41.194272580159925)
1,POINT (-85.82458713026622 41.242301751996024)
2,POINT (-85.70534885557035 41.3907827572041)
3,POINT (-85.77830428458668 41.1480378690305)
0,POINT (-85.92999779071114 41.2239535065417)
1,POINT (-85.81673210547667 41.316237610175634)
0,POINT (-85.88735369827982 41.32070711106704)
0,POINT (-85.68642800191945 41.43066856731076)
1,POINT (-85.93431990118778 41.35602314577858)
2,POINT (-85.9541966827535 41.13483073151648)
0,POINT (-85.7127340267385 41.238350534412405)
1,POINT (-85.68674834103855 41.244314296087325)
2,POINT (-85.85334732458833 41.19315080992315)
0,POINT (-85.86318026785545 41.19594218463536)
1,POINT (-85.7403956918191 41.08845508608331)
2,POINT (-85.74511757391177 41.24386452699733)
3,POINT (-85.92393769796334 41.42981266860669)
0,POINT (-86.02701344027076 41.282636135287966)
0,POINT (-85.68798861703682 41.32179584382025)
0,POINT (-86.0644215353323 41.1259918443925)
1,POINT (-85.99741817767952 41.239862180047524)
2,POINT (-86.00207884215057 41.39987430840052)
3,POINT (-85.92063817301735 41.132017932308855)
0,POINT (-85.91395155519777 41.250540377397)
1,POINT (-85.89792570551577 41.23861113445339)
0,POINT (-85.93509420876724 41.10687737180612)
1,POINT (-85.8930463713214 41.220868619629194)
2,POINT (-85.76218022144315 41.135775259303486)
0,POINT (-85.6955891262151 41.405045249462525)
1,POINT (-85.77712160890883 41.244383007617564)
2,POINT (-85.7111143223673 41.373593446452404)
0,POINT (-85.9659012969917 41.153231997512435)
0,POINT (-86.01561160904396 41.054713284300696)
1,POINT (-86.04526917681515 41.38082309966259)
2,POINT (-85.65264837084966 41.23507430942143)
0,POINT (-85.80087224223986 41.05165150081492)
0,POINT (-85.80041673712157 41.13954280558996)
1,POINT (-85.85499846364769 41.33586134755133)
0,POINT (-85.868899138386 41.22768078521283)
1,POINT (-85.92290694505228 41.42992067422544)
2,POINT (-85.92847303792861 41.237916033326506)
0,POINT (-85.77350762618768 41.264014969626906)
0,POINT (-85.77352069035047 41.05402290809565)
1,POINT (-85.9300131206169 41.078600115776716)
2,POINT (-85.78100452560722 41.057184748329725)
0,POINT (-85.94185649519544 41.189818407929366)
1,POINT (-85.68218154035151 41.35080258934981)
2,POINT (-85.88131197173938 41.244320523305326)
3,POINT (-85.79019406938565 41.38425242298461)
0,POINT (-85.68472168919924 41.34465648760728)
1,POINT (-85.9276304990388 41.10023753264824)
2,POINT (-85.92434237512539 41.22163867653838)
0,POINT (-85.76405368500022 41.212049026640976)
1,POINT (-85.84666623617925 41.0629283267973)
0,POINT (-85.72934027287037 41.238954108417616)
1,POINT (-85.89976041146606 41.1032244017026)
0,POINT (-85.85493864909397 41.36324319056073)
0,POINT (-85.72650535862235 41.43453368618197)
1,POINT (-85.7874444251436 41.13907725450874)
0,POINT (-86.0236748623393 41.246659622796145)
1,POINT (-85.85212370971072 41.04452638711364)
2,POINT (-85.96946214153017 41.42220506144029)
0,POINT (-85.90360060888555 41.14843468604187)
0,POINT (-86.03241039175741 41.426910778349374)
0,POINT (-85.80140467937827 41.293295556781686)
0,POINT (-85.9646261243916 41.28082385852239)
0,POINT (-85.80926880553999 41.328878350589605)
1,POINT (-85.94210021253792 41.1564877145898)
0,POINT (-85.98867926313171 41.128788535735545)
1,POINT (-85.74982933803021 41.197581635916464)
2,POINT (-85.96555891219195 41.294053107560835)
0,POINT (-85.71784808014841 41.2805193103418)
1,POINT (-85.8769499100565 41.06268309166624)
2,POINT (-85.98301847114664 41.415449414881984)
0,POINT (-85.79840943354583 41.35508714484559)
0,POINT (-86.02999522143702 41.17381010091274)
1,POINT (-85.85363807974441 41.0824627722014)
2,POINT (-85.8801882706373 41.10194587421769)
0,POINT (-85.9361189794909 41.09697024535867)
1,POINT (-85.77964698524863 41.100321228067294)
2,POINT (-85.90390033859983 41.122865543315655)
0,POINT (-85.8892017586664 41.1587656805046)
0,POINT (-87.38261493832847 41.28259285402724)
1,POINT (-87.24058127995626 41.343539520657195)
2,POINT (-87.31673599768882 41.41021518532531)
3,POINT (-87.38800648927496 41.66824735101488)
4,POINT (-87.39890567535022 41.4411956677457)
0,POINT (-87.48227705337865 41.170332427350495)
1,POINT (-87.2672311870138 41.408304377335874)
2,POINT (-87.29499968114492 41.23240687738504)
3,POINT (-87.30838047616787 41.22179154109652)
0,POINT (-87.33235806783135 41.54463836372284)
1,POINT (-87.41115270311151 41.695632336342044)
0,POINT (-87.44149939645187 41.19233395991972)
1,POINT (-87.4019640873815 41.63363219252312)
0,POINT (-87.4097403972415 41.663240289470096)
0,POINT (-87.46125848681864 41.58225922368972)
1,POINT (-87.40732996752482 41.58055231981175)
0,POINT (-87.27703408907345 41.274719872243686)
1,POINT (-87.33488514771305 41.51263960462502)
2,POINT (-87.29167067172988 41.542956750553905)
3,POINT (-87.36307368089857 41.4089580943004)
0,POINT (-87.31064432387426 41.51245576599819)
1,POINT (-87.48225020571576 41.493801971341284)
2,POINT (-87.30325035591144 41.58524819174613)
0,POINT (-87.27748566957742 41.74906932221968)
1,POINT (-87.22570137748257 41.31898165090034)
2,POINT (-87.39135084895918 41.255694202833645)
0,POINT (-87.32429848270506 41.200732261257826)
1,POINT (-87.34194098895006 41.44372874945495)
2,POINT (-87.41548161783086 41.410622451848546)
0,POINT (-87.32916810711885 41.57466564460967)
0,POINT (-87.46106624405652 41.643960761018185)
1,POINT (-87.42176217497044 41.754404638711726)
0,POINT (-87.23099617578534 41.310242384090905)
1,POINT (-87.28185737035808 41.583222680466584)
2,POINT (-87.2728217804723 41.33400475221392)
3,POINT (-87.38728362005129 41.34411941699367)
0,POINT (-87.34358496435249 41.308449659643586)
1,POINT (-87.52040427241425 41.53621344131135)
2,POINT (-87.45126148091244 41.38113523597206)
3,POINT (-87.2681943675593 41.25671383202165)
4,POINT (-87.38516790294025 41.26673083491554)
0,POINT (-87.31117432593888 41.26411135387896)
1,POINT (-87.26144330853883 41.70119752761345)
2,POINT (-87.49278571637188 41.58116154034692)
0,POINT (-87.25797989453399 41.66199146447298)
1,POINT (-87.44412676138688 41.18894970664386)
2,POINT (-87.30701411990752 41.75027404771826)
3,POINT (-87.30368972184611 41.71570543561007)
4,POINT (-87.27485786328765 41.4150125370441)
0,POINT (-87.52114366046253 41.261987158568395)
1,POINT (-87.37045939666494 41.66179777830117)
2,POINT (-87.51079373810099 41.29701883881456)
3,POINT (-87.24655732429363 41.34756482845477)
0,POINT (-87.46354482926165 41.65505801815348)
1,POINT (-87.28880698758425 41.64242445316803)
2,POINT (-87.38517020350358 41.52518370161292)
0,POINT (-87.26452649142983 41.74804844794815)
1,POINT (-87.49763501227444 41.55240441369854)
2,POINT (-87.47130831283191 41.548626844679816)
3,POINT (-87.38277070472915 41.38928444972206)
0,POINT (-87.34406497762748 41.38675022815335)
0,POINT (-87.328742258316 41.725940699425884)
1,POINT (-87.52059858621341 41.68282185375717)
0,POINT (-87.37597239093711 41.709354512247536)
1,POINT (-87.30222802093495 41.353243669729835)
0,POINT (-87.3568156291465 41.26629222170629)
0,POINT (-87.26772964195962 41.225999741535524)
1,POINT (-87.40738603386451 41.45349399032946)
2,POINT (-87.43504490692213 41.39117379400418)
3,POINT (-87.27435840767066 41.549341709475115)
4,POINT (-87.25397380093827 41.72386190612686)
0,POINT (-87.28860088468761 41.23919241848006)
1,POINT (-87.432818523923 41.589191783290325)
0,POINT (-87.3524353375098 41.46632005995612)
1,POINT (-87.44235085842396 41.51507611487104)
2,POINT (-87.34260892797343 41.24085186446518)
3,POINT (-87.37614880886134 41.314913033936534)
4,POINT (-87.22981160559844 41.520987959096665)
0,POINT (-87.51098145527037 41.6963899498051)
1,POINT (-87.29522358464855 41.71805937121533)
2,POINT (-87.49949055393769 41.61010037910407)
3,POINT (-87.42785329097092 41.746721699775115)
4,POINT (-87.44070759633964 41.34757294055278)
0,POINT (-87.27787551330786 41.21888351573656)
1,POINT (-87.38900859615912 41.28329177158154)
2,POINT (-87.30393532953882 41.54191326455353)
3,POINT (-87.50416045859451 41.70786487009347)
0,POINT (-87.36735590119153 41.617863749459545)
1,POINT (-87.41920877801451 41.1669840229538)
2,POINT (-87.45874374328578 41.59503170318444)
3,POINT (-87.49469624649268 41.691373456187826)
4,POINT (-87.4374372310057 41.72800655766331)
0,POINT (-87.31612353582702 41.45293248781574)
0,POINT (-87.33619285726674 41.22001345236872)
1,POINT (-87.24124641210221 41.59775920006368)
2,POINT (-87.5191784225341 41.58277716101296)
3,POINT (-87.3085076827688 41.50192246785422)
4,POINT (-87.52360364683314 41.3730829948564)
0,POINT (-87.32169235376973 41.3134353419291)
1,POINT (-87.3991582164912 41.53012883518245)
0,POINT (-87.28447382833635 41.62548512724407)
1,POINT (-87.3226964410001 41.66551462686677)
0,POINT (-87.39849939505783 41.720675200899635)
1,POINT (-87.37902959831415 41.507307796649755)
2,POINT (-87.49822758452981 41.59093472195492)
3,POINT (-87.39777390761392 41.468398870420486)
0,POINT (-87.36866089619194 41.42367820268145)
0,POINT (-87.48068894695697 41.473383693439736)
1,POINT (-87.25666504601445 41.68384700093325)
0,POINT (-87.44554577239326 41.665998733137656)
1,POINT (-87.4314605867008 41.34246912650506)
0,POINT (-87.26522929506007 41.308150428391045)
1,POINT (-87.45028451191202 41.73110005558985)
2,POINT (-87.30497207714039 41.66934069547526)
0,POINT (-87.33152586925083 41.682263558488295)
1,POINT (-87.34676417036123 41.611994632882826)
2,POINT (-87.32810698420091 41.53396929620942)
0,POINT (-87.34998591236746 41.46084938267005)
1,POINT (-87.51790171686159 41.184393096588195)
2,POINT (-87.30271767882553 41.60475233779427)
3,POINT (-87.47871296555381 41.41128318720374)
0,POINT (-87.38461603695748 41.59049659255698)
1,POINT (-87.24451489106369 41.67365175161597)
2,POINT (-87.375711676143 41.698614710376674)
3,POINT (-87.46207723566103 41.732959767264646)
0,POINT (-87.2405107946892 41.45984851918878)
1,POINT (-87.40139297077367 41.40542390593543)
2,POINT (-87.29341869812663 41.56344612092167)
3,POINT (-87.40360830307624 41.59494714163586)
0,POINT (-87.4169247888886 41.17305666750532)
1,POINT (-87.40888481645739 41.662686872778515)
0,POINT (-87.37373738477979 41.53442282480461)
1,POINT (-87.35287724816169 41.30112424684578)
0,POINT (-87.46077424224714 41.34271459469073)
1,POINT (-87.44631691525922 41.711552848721844)
2,POINT (-87.4272160259864 41.56916012431851)
3,POINT (-87.36578566014812 41.360221893576096)
0,POINT (-87.2957573111916 41.44084844536134)
1,POINT (-87.47602013210152 41.447172265655986)
2,POINT (-87.48227841326073 41.744957742930346)
3,POINT (-87.26137023015525 41.2486920607927)
0,POINT (-87.22787750617455 41.434678284918164)
1,POINT (-87.31434395501671 41.524544958390806)
2,POINT (-87.35505809034143 41.5001955654258)
3,POINT (-87.45663988119941 41.47938603328772)
4,POINT (-87.39121770697956 41.197166436157)
0,POINT (-87.38942024441941 41.74530749984632)
1,POINT (-87.46875971549296 41.695047749993094)
0,POINT (-87.50227616910058 41.28484677749378)
1,POINT (-87.48246579196886 41.225512275365546)
2,POINT (-87.48931207359496 41.2779911318094)
3,POINT (-87.33862819727875 41.68869842572331)
4,POINT (-87.291292590359 41.41864873857218)
0,POINT (-87.32597995089844 41.32415250930273)
1,POINT (-87.42534145265469 41.36017270128092)
0,POINT (-87.23709535046459 41.65440688533463)
1,POINT (-87.30734125214612 41.74563698431576)
0,POINT (-87.4953599548295 41.31607196544619)
0,POINT (-87.43000559737628 41.743636011445325)
1,POINT (-87.25856173855175 41.59712009641188)
2,POINT (-87.40885347759335 41.52471951682749)
3,POINT (-87.36107232505503 41.61433896079067)
0,POINT (-87.29956022582094 41.43051804892121)
1,POINT (-87.42638184111298 41.54016113218705)
2,POINT (-87.38936654773039 41.32507071755381)
3,POINT (-87.26725663891163 41.407210821779884)
4,POINT (-87.35733988022267 41.47826479554504)
0,POINT (-87.22107561183215 41.279726880852785)
1,POINT (-87.24818777087079 41.67971690883392)
2,POINT (-87.3956069534254 41.18131246796185)
3,POINT (-87.23269768119842 41.53157026907375)
0,POINT (-87.26855609215897 41.33635508558509)
1,POINT (-87.36246368557386 41.201165185164186)
2,POINT (-87.35594997204825 41.66963050667665)
3,POINT (-87.45378699410281 41.257050745433546)
4,POINT (-87.35501130444743 41.5875081063281)
0,POINT (-87.44348250201301 41.212111601109655)
1,POINT (-87.4510850882226 41.67862901509528)
2,POINT (-87.29128210577757 41.24000259518867)
3,POINT (-87.45932390955099 41.730411811830365)
0,POINT (-87.30646432315987 41.61722248977061)
0,POINT (-87.33647841667675 41.61633055890443)
1,POINT (-87.35725599402083 41.3544285502651)
0,POINT (-87.27741379404088 41.22765077833436)
1,POINT (-87.25336203581975 41.42361365274641)
0,POINT (-87.31595681792042 41.61378494693711)
1,POINT (-87.28626741161878 41.742078898644614)
0,POINT (-87.43515408267301 41.551499965870114)
1,POINT (-87.43521430403233 41.62010353995245)
2,POINT (-87.28861552107156 41.638309937419656)
3,POINT (-87.43383497068046 41.43377688898784)
4,POINT (-87.22295007368744 41.30364487760261)
0,POINT (-87.29064122296481 41.35984544338232)
0,POINT (-87.36304693120084 41.43790001574649)
0,POINT (-87.25020705928321 41.39057926919929)
0,POINT (-87.27609756156856 41.750026170723075)
1,POINT (-87.40696873357575 41.725006995449924)
2,POINT (-87.34449952271224 41.239030532848204)
0,POINT (-87.27319357614796 41.22040587715762)
0,POINT (-87.2823521612612 41.366326786890404)
1,POINT (-87.31683726263981 41.55662494917915)
